overlap,num_gates,depth,num_nonloc_gates,num_parameters,ngen,neval,timestamp,HV
0.9747261111,26.0,17.0,18.0,26.0,1,33,0.017824888229370117,258363.1293034416
0.9219685202,25.0,16.0,15.0,18.0,1,33,0.017824888229370117,258363.1293034416
0.9128704994,27.0,15.0,13.0,22.0,1,33,0.017824888229370117,258363.1293034416
0.9115158689,27.0,18.0,14.0,20.0,1,33,0.017824888229370117,258363.1293034416
0.8265386458,23.0,13.0,14.0,22.0,1,33,0.017824888229370117,258363.1293034416
0.8164965724,27.0,15.0,12.0,21.0,1,33,0.017824888229370117,258363.1293034416
0.7797874634,26.0,17.0,12.0,23.0,1,33,0.017824888229370117,258363.1293034416
0.7128967421,14.0,11.0,8.0,14.0,1,33,0.017824888229370117,258363.1293034416
0.7071017478,14.0,10.0,9.0,10.0,1,33,0.017824888229370117,258363.1293034416
0.6454972243,10.0,9.0,6.0,10.0,1,33,0.017824888229370117,258363.1293034416
0.6123724356,7.0,6.0,5.0,9.0,1,33,0.017824888229370117,258363.1293034416
0.5773502692,15.0,9.0,4.0,12.0,1,33,0.017824888229370117,258363.1293034416
0.5773502691,9.0,5.0,4.0,6.0,1,33,0.017824888229370117,258363.1293034416
0.5773502689,7.0,4.0,4.0,4.0,1,33,0.017824888229370117,258363.1293034416
0.5773498963,9.0,4.0,3.0,9.0,1,33,0.017824888229370117,258363.1293034416
0.5,4.0,2.0,2.0,5.0,1,33,0.017824888229370117,258363.1293034416
0.4564354646,11.0,6.0,5.0,2.0,1,33,0.017824888229370117,258363.1293034416
0.4082482905,3.0,2.0,2.0,2.0,1,33,0.017824888229370117,258363.1293034416
0.4082482904,4.0,3.0,3.0,1.0,1,33,0.017824888229370117,258363.1293034416
0.2886751346,4.0,3.0,0.0,1.0,1,33,0.017824888229370117,258363.1293034416
0.9999993175,25.0,16.0,17.0,23.0,2,33,384.60192823410034,312325.16717728524
0.9550889865,30.0,16.0,15.0,21.0,2,33,384.60192823410034,312325.16717728524
0.9219685202,25.0,16.0,15.0,18.0,2,33,384.60192823410034,312325.16717728524
0.9128704994,27.0,15.0,13.0,22.0,2,33,384.60192823410034,312325.16717728524
0.912759515,23.0,18.0,14.0,19.0,2,33,384.60192823410034,312325.16717728524
0.8265386458,23.0,13.0,14.0,22.0,2,33,384.60192823410034,312325.16717728524
0.8164965806,13.0,8.0,9.0,17.0,2,33,384.60192823410034,312325.16717728524
0.7128967421,14.0,11.0,8.0,14.0,2,33,384.60192823410034,312325.16717728524
0.7071047014,15.0,12.0,9.0,11.0,2,33,384.60192823410034,312325.16717728524
0.7071017478,14.0,10.0,9.0,10.0,2,33,384.60192823410034,312325.16717728524
0.6454972243,10.0,9.0,6.0,10.0,2,33,384.60192823410034,312325.16717728524
0.6123724356,7.0,6.0,5.0,9.0,2,33,384.60192823410034,312325.16717728524
0.5773502692,15.0,9.0,4.0,12.0,2,33,384.60192823410034,312325.16717728524
0.5773502691,7.0,4.0,4.0,3.0,2,33,384.60192823410034,312325.16717728524
0.5773498963,9.0,4.0,3.0,9.0,2,33,384.60192823410034,312325.16717728524
0.5,4.0,2.0,2.0,5.0,2,33,384.60192823410034,312325.16717728524
0.4564354646,4.0,2.0,0.0,2.0,2,33,384.60192823410034,312325.16717728524
0.4082482905,3.0,2.0,2.0,2.0,2,33,384.60192823410034,312325.16717728524
0.4082482904,4.0,3.0,3.0,1.0,2,33,384.60192823410034,312325.16717728524
0.2886751346,4.0,3.0,0.0,1.0,2,33,384.60192823410034,312325.16717728524
0.1443375673,9.0,5.0,5.0,0.0,2,33,384.60192823410034,312325.16717728524
0.0,4.0,3.0,3.0,0.0,2,33,384.60192823410034,312325.16717728524
0.9999993175,25.0,16.0,17.0,23.0,3,33,786.7344298362732,383764.79313843226
0.9850057638,25.0,16.0,16.0,17.0,3,33,786.7344298362732,383764.79313843226
0.9550889865,30.0,16.0,15.0,21.0,3,33,786.7344298362732,383764.79313843226
0.925124646,30.0,15.0,16.0,27.0,3,33,786.7344298362732,383764.79313843226
0.9219685202,25.0,16.0,15.0,18.0,3,33,786.7344298362732,383764.79313843226
0.9128704994,27.0,15.0,13.0,22.0,3,33,786.7344298362732,383764.79313843226
0.912759515,23.0,18.0,14.0,19.0,3,33,786.7344298362732,383764.79313843226
0.9126104786,19.0,13.0,12.0,13.0,3,33,786.7344298362732,383764.79313843226
0.8585325855,23.0,12.0,13.0,21.0,3,33,786.7344298362732,383764.79313843226
0.8164965806,13.0,8.0,9.0,17.0,3,33,786.7344298362732,383764.79313843226
0.7128967421,14.0,11.0,8.0,14.0,3,33,786.7344298362732,383764.79313843226
0.7071047014,15.0,12.0,9.0,11.0,3,33,786.7344298362732,383764.79313843226
0.7071017478,14.0,10.0,9.0,10.0,3,33,786.7344298362732,383764.79313843226
0.6969234251,15.0,9.0,10.0,7.0,3,33,786.7344298362732,383764.79313843226
0.6454972243,10.0,9.0,6.0,10.0,3,33,786.7344298362732,383764.79313843226
0.6454972242,11.0,6.0,4.0,2.0,3,33,786.7344298362732,383764.79313843226
0.6454972166,5.0,4.0,3.0,7.0,3,33,786.7344298362732,383764.79313843226
0.5773502691,7.0,4.0,4.0,3.0,3,33,786.7344298362732,383764.79313843226
0.5,4.0,2.0,2.0,5.0,3,33,786.7344298362732,383764.79313843226
0.4564354646,4.0,2.0,0.0,2.0,3,33,786.7344298362732,383764.79313843226
0.4082482905,3.0,2.0,2.0,2.0,3,33,786.7344298362732,383764.79313843226
0.4082482904,4.0,3.0,3.0,1.0,3,33,786.7344298362732,383764.79313843226
0.2886751346,4.0,3.0,0.0,1.0,3,33,786.7344298362732,383764.79313843226
0.1443375673,9.0,5.0,5.0,0.0,3,33,786.7344298362732,383764.79313843226
0.0,2.0,2.0,1.0,1.0,3,33,786.7344298362732,383764.79313843226
0.0,4.0,3.0,3.0,0.0,3,33,786.7344298362732,383764.79313843226
0.9999993175,25.0,16.0,17.0,23.0,4,33,1118.5815315246582,385230.6475312685
0.994525366,28.0,18.0,17.0,20.0,4,33,1118.5815315246582,385230.6475312685
0.993388237,28.0,14.0,15.0,26.0,4,33,1118.5815315246582,385230.6475312685
0.9850057638,25.0,16.0,16.0,17.0,4,33,1118.5815315246582,385230.6475312685
0.9550889865,30.0,16.0,15.0,21.0,4,33,1118.5815315246582,385230.6475312685
0.9341048705,26.0,16.0,15.0,15.0,4,33,1118.5815315246582,385230.6475312685
0.9219685202,25.0,16.0,15.0,18.0,4,33,1118.5815315246582,385230.6475312685
0.9128704994,27.0,15.0,13.0,22.0,4,33,1118.5815315246582,385230.6475312685
0.912759515,23.0,18.0,14.0,19.0,4,33,1118.5815315246582,385230.6475312685
0.9126104786,19.0,13.0,12.0,13.0,4,33,1118.5815315246582,385230.6475312685
0.8585325855,23.0,12.0,13.0,21.0,4,33,1118.5815315246582,385230.6475312685
0.8164965806,13.0,8.0,9.0,17.0,4,33,1118.5815315246582,385230.6475312685
0.740192061,18.0,11.0,10.0,14.0,4,33,1118.5815315246582,385230.6475312685
0.7128967421,14.0,11.0,8.0,14.0,4,33,1118.5815315246582,385230.6475312685
0.7071047014,15.0,12.0,9.0,11.0,4,33,1118.5815315246582,385230.6475312685
0.7071017478,14.0,10.0,9.0,10.0,4,33,1118.5815315246582,385230.6475312685
0.6969234251,15.0,9.0,10.0,7.0,4,33,1118.5815315246582,385230.6475312685
0.6454972244,11.0,9.0,6.0,8.0,4,33,1118.5815315246582,385230.6475312685
0.6454972243,10.0,9.0,6.0,10.0,4,33,1118.5815315246582,385230.6475312685
0.6454972242,11.0,6.0,4.0,2.0,4,33,1118.5815315246582,385230.6475312685
0.6454972166,5.0,4.0,3.0,7.0,4,33,1118.5815315246582,385230.6475312685
0.5773502691,7.0,4.0,4.0,3.0,4,33,1118.5815315246582,385230.6475312685
0.5,4.0,2.0,2.0,5.0,4,33,1118.5815315246582,385230.6475312685
0.4564354646,4.0,2.0,0.0,2.0,4,33,1118.5815315246582,385230.6475312685
0.4082482905,3.0,2.0,1.0,3.0,4,33,1118.5815315246582,385230.6475312685
0.4082482905,3.0,2.0,2.0,2.0,4,33,1118.5815315246582,385230.6475312685
0.4082482904,4.0,3.0,3.0,1.0,4,33,1118.5815315246582,385230.6475312685
0.2886751346,4.0,3.0,0.0,1.0,4,33,1118.5815315246582,385230.6475312685
