overlap,num_gates,depth,num_nonloc_gates,num_parameters,ngen,neval,timestamp,HV
0.9999993953,25.0,18.0,18.0,16.0,1,33,0.01453852653503418,345249.5626218837
0.9341860269,29.0,16.0,14.0,24.0,1,33,0.01453852653503418,345249.5626218837
0.8721689656,11.0,9.0,10.0,10.0,1,33,0.01453852653503418,345249.5626218837
0.7071067812,12.0,8.0,7.0,11.0,1,33,0.01453852653503418,345249.5626218837
0.6165463495,14.0,6.0,6.0,16.0,1,33,0.01453852653503418,345249.5626218837
0.6123724355,24.0,20.0,15.0,6.0,1,33,0.01453852653503418,345249.5626218837
0.5773502692,12.0,9.0,6.0,7.0,1,33,0.01453852653503418,345249.5626218837
0.5773502692,13.0,7.0,6.0,5.0,1,33,0.01453852653503418,345249.5626218837
0.577350269,12.0,8.0,4.0,6.0,1,33,0.01453852653503418,345249.5626218837
0.4999999999,12.0,8.0,6.0,5.0,1,33,0.01453852653503418,345249.5626218837
0.4927992798,7.0,5.0,3.0,6.0,1,33,0.01453852653503418,345249.5626218837
0.4670861795,8.0,3.0,1.0,6.0,1,33,0.01453852653503418,345249.5626218837
0.4670861795,12.0,7.0,7.0,5.0,1,33,0.01453852653503418,345249.5626218837
0.4082482905,6.0,6.0,5.0,4.0,1,33,0.01453852653503418,345249.5626218837
0.4082482905,8.0,3.0,2.0,5.0,1,33,0.01453852653503418,345249.5626218837
0.4082482904,11.0,7.0,4.0,4.0,1,33,0.01453852653503418,345249.5626218837
0.4082482904,13.0,8.0,4.0,3.0,1,33,0.01453852653503418,345249.5626218837
0.4082470385,13.0,7.0,6.0,3.0,1,33,0.01453852653503418,345249.5626218837
0.3333333333,13.0,7.0,5.0,3.0,1,33,0.01453852653503418,345249.5626218837
0.0,2.0,1.0,1.0,1.0,1,33,0.01453852653503418,345249.5626218837
0.0,2.0,2.0,2.0,0.0,1,33,0.01453852653503418,345249.5626218837
0.9999993953,25.0,18.0,18.0,16.0,2,33,279.02292680740356,260359.16601959305
0.9426430012,19.0,15.0,13.0,19.0,2,33,279.02292680740356,260359.16601959305
0.9196899005,13.0,9.0,8.0,19.0,2,33,279.02292680740356,260359.16601959305
0.8721689656,11.0,9.0,10.0,10.0,2,33,279.02292680740356,260359.16601959305
0.8164965809,22.0,10.0,9.0,9.0,2,33,279.02292680740356,260359.16601959305
0.7071067812,12.0,8.0,7.0,11.0,2,33,279.02292680740356,260359.16601959305
0.6969234194,13.0,10.0,8.0,7.0,2,33,279.02292680740356,260359.16601959305
0.6165463495,14.0,6.0,6.0,16.0,2,33,279.02292680740356,260359.16601959305
0.6123724355,24.0,20.0,15.0,6.0,2,33,279.02292680740356,260359.16601959305
0.5823861216,16.0,9.0,6.0,12.0,2,33,279.02292680740356,260359.16601959305
0.5773502692,12.0,9.0,6.0,7.0,2,33,279.02292680740356,260359.16601959305
0.5773502692,13.0,7.0,6.0,5.0,2,33,279.02292680740356,260359.16601959305
0.5773502691,11.0,5.0,3.0,4.0,2,33,279.02292680740356,260359.16601959305
0.4927992798,7.0,5.0,3.0,6.0,2,33,279.02292680740356,260359.16601959305
0.4670861795,8.0,3.0,1.0,6.0,2,33,279.02292680740356,260359.16601959305
0.4082482905,3.0,3.0,3.0,1.0,2,33,279.02292680740356,260359.16601959305
0.4082482905,8.0,3.0,2.0,5.0,2,33,279.02292680740356,260359.16601959305
0.4082482905,8.0,4.0,4.0,0.0,2,33,279.02292680740356,260359.16601959305
0.2886751346,4.0,2.0,0.0,3.0,2,33,279.02292680740356,260359.16601959305
0.0,2.0,1.0,1.0,1.0,2,33,279.02292680740356,260359.16601959305
0.0,2.0,2.0,2.0,0.0,2,33,279.02292680740356,260359.16601959305
0.9999993953,25.0,18.0,18.0,16.0,3,33,478.94880652427673,310536.0202550161
0.9734447541,19.0,16.0,15.0,22.0,3,33,478.94880652427673,310536.0202550161
0.9426430012,19.0,15.0,13.0,19.0,3,33,478.94880652427673,310536.0202550161
0.9196899005,13.0,9.0,8.0,19.0,3,33,478.94880652427673,310536.0202550161
0.9015101509,18.0,15.0,15.0,16.0,3,33,478.94880652427673,310536.0202550161
0.8721689656,11.0,9.0,10.0,10.0,3,33,478.94880652427673,310536.0202550161
0.8164965809,22.0,10.0,9.0,9.0,3,33,478.94880652427673,310536.0202550161
0.8164329996,14.0,11.0,8.0,10.0,3,33,478.94880652427673,310536.0202550161
0.7071067812,12.0,8.0,7.0,11.0,3,33,478.94880652427673,310536.0202550161
0.6969234194,13.0,10.0,8.0,7.0,3,33,478.94880652427673,310536.0202550161
0.6605596098,14.0,8.0,10.0,10.0,3,33,478.94880652427673,310536.0202550161
0.6605596098,14.0,9.0,6.0,8.0,3,33,478.94880652427673,310536.0202550161
0.6165463495,14.0,6.0,6.0,16.0,3,33,478.94880652427673,310536.0202550161
0.6123724355,24.0,20.0,15.0,6.0,3,33,478.94880652427673,310536.0202550161
