overlap,num_gates,depth,num_nonloc_gates,num_parameters,ngen,neval,timestamp,HV
0.9842288178,29.0,21.0,18.0,21.0,1,33,0.019145965576171875,489339.6653911426
0.9402457524,30.0,20.0,18.0,20.0,1,33,0.019145965576171875,489339.6653911426
0.9232119224,26.0,19.0,15.0,27.0,1,33,0.019145965576171875,489339.6653911426
0.9128573488,27.0,19.0,17.0,15.0,1,33,0.019145965576171875,489339.6653911426
0.9065841833,27.0,18.0,16.0,24.0,1,33,0.019145965576171875,489339.6653911426
0.8892216729,30.0,21.0,19.0,14.0,1,33,0.019145965576171875,489339.6653911426
0.8660254022,18.0,12.0,11.0,14.0,1,33,0.019145965576171875,489339.6653911426
0.8660249971,18.0,12.0,11.0,13.0,1,33,0.019145965576171875,489339.6653911426
0.706560162,23.0,16.0,14.0,12.0,1,33,0.019145965576171875,489339.6653911426
0.6714470296,15.0,9.0,8.0,13.0,1,33,0.019145965576171875,489339.6653911426
0.6615000884,9.0,8.0,8.0,10.0,1,33,0.019145965576171875,489339.6653911426
0.6313819998,23.0,16.0,14.0,8.0,1,33,0.019145965576171875,489339.6653911426
0.6172133998,7.0,4.0,2.0,9.0,1,33,0.019145965576171875,489339.6653911426
0.5565011021,17.0,13.0,11.0,8.0,1,33,0.019145965576171875,489339.6653911426
0.5516088947,11.0,6.0,5.0,7.0,1,33,0.019145965576171875,489339.6653911426
0.5103103631,11.0,7.0,5.0,6.0,1,33,0.019145965576171875,489339.6653911426
0.510310363,5.0,4.0,3.0,4.0,1,33,0.019145965576171875,489339.6653911426
0.4082482905,4.0,3.0,1.0,2.0,1,33,0.019145965576171875,489339.6653911426
0.4082482905,7.0,4.0,4.0,1.0,1,33,0.019145965576171875,489339.6653911426
0.4082482904,3.0,2.0,0.0,1.0,1,33,0.019145965576171875,489339.6653911426
0.0,2.0,2.0,2.0,0.0,1,33,0.019145965576171875,489339.6653911426
0.9842288178,29.0,21.0,18.0,21.0,2,33,375.05109667778015,534960.4294695227
0.9801672178,30.0,22.0,18.0,17.0,2,33,375.05109667778015,534960.4294695227
0.9402457524,30.0,20.0,18.0,20.0,2,33,375.05109667778015,534960.4294695227
0.9232119224,26.0,19.0,15.0,27.0,2,33,375.05109667778015,534960.4294695227
0.9186651635,21.0,16.0,11.0,24.0,2,33,375.05109667778015,534960.4294695227
0.9128573488,27.0,19.0,17.0,15.0,2,33,375.05109667778015,534960.4294695227
0.911874751,25.0,17.0,14.0,22.0,2,33,375.05109667778015,534960.4294695227
0.8892216729,30.0,21.0,19.0,14.0,2,33,375.05109667778015,534960.4294695227
0.8660254032,19.0,13.0,12.0,15.0,2,33,375.05109667778015,534960.4294695227
0.8660254022,18.0,12.0,11.0,14.0,2,33,375.05109667778015,534960.4294695227
0.8660249971,18.0,12.0,11.0,13.0,2,33,375.05109667778015,534960.4294695227
0.7076868034,17.0,14.0,14.0,15.0,2,33,375.05109667778015,534960.4294695227
0.706560162,23.0,16.0,14.0,12.0,2,33,375.05109667778015,534960.4294695227
0.6714470296,15.0,9.0,8.0,13.0,2,33,375.05109667778015,534960.4294695227
0.6615000884,9.0,8.0,8.0,10.0,2,33,375.05109667778015,534960.4294695227
0.6454972243,25.0,16.0,12.0,8.0,2,33,375.05109667778015,534960.4294695227
