overlap,num_gates,depth,num_nonloc_gates,num_parameters,ngen,neval,timestamp,HV
0.971152544,30.0,15.0,15.0,24.0,1,33,0.020971059799194336,221885.55449214904
0.934172359,20.0,14.0,12.0,18.0,1,33,0.020971059799194336,221885.55449214904
0.9128250982,26.0,13.0,13.0,22.0,1,33,0.020971059799194336,221885.55449214904
0.8790982531,18.0,11.0,10.0,19.0,1,33,0.020971059799194336,221885.55449214904
0.8656476588,25.0,18.0,13.0,13.0,1,33,0.020971059799194336,221885.55449214904
0.8453549782,18.0,10.0,9.0,18.0,1,33,0.020971059799194336,221885.55449214904
0.8377997483,21.0,16.0,9.0,16.0,1,33,0.020971059799194336,221885.55449214904
0.8164965809,27.0,14.0,13.0,13.0,1,33,0.020971059799194336,221885.55449214904
0.7696575573,21.0,17.0,16.0,13.0,1,33,0.020971059799194336,221885.55449214904
0.7656735441,20.0,19.0,12.0,17.0,1,33,0.020971059799194336,221885.55449214904
0.7426012708,21.0,13.0,13.0,14.0,1,33,0.020971059799194336,221885.55449214904
0.7264418673,17.0,12.0,12.0,12.0,1,33,0.020971059799194336,221885.55449214904
0.7200894228,14.0,10.0,9.0,12.0,1,33,0.020971059799194336,221885.55449214904
0.6605596098,12.0,11.0,9.0,15.0,1,33,0.020971059799194336,221885.55449214904
0.6454972244,18.0,13.0,11.0,10.0,1,33,0.020971059799194336,221885.55449214904
0.6454972244,18.0,13.0,11.0,10.0,1,33,0.020971059799194336,221885.55449214904
0.6165463495,15.0,10.0,7.0,18.0,1,33,0.020971059799194336,221885.55449214904
0.5802747065,19.0,13.0,7.0,12.0,1,33,0.020971059799194336,221885.55449214904
0.5773502692,7.0,4.0,2.0,7.0,1,33,0.020971059799194336,221885.55449214904
0.4999999999,7.0,5.0,3.0,6.0,1,33,0.020971059799194336,221885.55449214904
0.4082482905,2.0,2.0,1.0,2.0,1,33,0.020971059799194336,221885.55449214904
0.4082482905,3.0,3.0,1.0,1.0,1,33,0.020971059799194336,221885.55449214904
0.9745568201,13.0,12.0,10.0,19.0,2,33,428.6856462955475,121982.7678286494
0.934172359,20.0,14.0,12.0,18.0,2,33,428.6856462955475,121982.7678286494
0.9120124108,21.0,16.0,10.0,17.0,2,33,428.6856462955475,121982.7678286494
0.8790982531,18.0,11.0,10.0,19.0,2,33,428.6856462955475,121982.7678286494
0.8656476588,25.0,18.0,13.0,13.0,2,33,428.6856462955475,121982.7678286494
0.8453549782,18.0,10.0,9.0,18.0,2,33,428.6856462955475,121982.7678286494
0.8377997483,21.0,16.0,9.0,16.0,2,33,428.6856462955475,121982.7678286494
0.8164965809,27.0,14.0,13.0,13.0,2,33,428.6856462955475,121982.7678286494
0.8139443083,19.0,11.0,7.0,17.0,2,33,428.6856462955475,121982.7678286494
0.7848515407,18.0,12.0,8.0,13.0,2,33,428.6856462955475,121982.7678286494
0.7264418673,17.0,12.0,12.0,12.0,2,33,428.6856462955475,121982.7678286494
0.7200894228,14.0,10.0,9.0,12.0,2,33,428.6856462955475,121982.7678286494
0.6605596098,6.0,5.0,3.0,7.0,2,33,428.6856462955475,121982.7678286494
0.5773502692,7.0,4.0,2.0,7.0,2,33,428.6856462955475,121982.7678286494
0.4999999999,7.0,5.0,3.0,6.0,2,33,428.6856462955475,121982.7678286494
0.4082482905,2.0,2.0,1.0,2.0,2,33,428.6856462955475,121982.7678286494
0.4082482905,3.0,3.0,1.0,1.0,2,33,428.6856462955475,121982.7678286494
0.9745568201,13.0,12.0,10.0,19.0,3,33,783.7029693126678,145119.0337736989
0.934172359,20.0,14.0,12.0,18.0,3,33,783.7029693126678,145119.0337736989
0.9279561618,18.0,12.0,7.0,16.0,3,33,783.7029693126678,145119.0337736989
0.9132494329,17.0,13.0,13.0,18.0,3,33,783.7029693126678,145119.0337736989
0.9128462149,18.0,11.0,9.0,18.0,3,33,783.7029693126678,145119.0337736989
0.8656476588,25.0,18.0,13.0,13.0,3,33,783.7029693126678,145119.0337736989
0.850854658,12.0,11.0,9.0,16.0,3,33,783.7029693126678,145119.0337736989
0.8453549782,18.0,10.0,9.0,18.0,3,33,783.7029693126678,145119.0337736989
0.8164965809,27.0,14.0,13.0,13.0,3,33,783.7029693126678,145119.0337736989
0.8164965808,17.0,14.0,11.0,15.0,3,33,783.7029693126678,145119.0337736989
0.8139443083,19.0,11.0,7.0,17.0,3,33,783.7029693126678,145119.0337736989
0.7848515407,18.0,12.0,8.0,13.0,3,33,783.7029693126678,145119.0337736989
0.7264418673,17.0,12.0,12.0,12.0,3,33,783.7029693126678,145119.0337736989
0.7200894228,14.0,10.0,9.0,12.0,3,33,783.7029693126678,145119.0337736989
0.6993066934,20.0,9.0,8.0,11.0,3,33,783.7029693126678,145119.0337736989
0.6605596098,6.0,4.0,3.0,7.0,3,33,783.7029693126678,145119.0337736989
0.5773502692,7.0,4.0,2.0,7.0,3,33,783.7029693126678,145119.0337736989
0.5773502692,7.0,4.0,2.0,7.0,3,33,783.7029693126678,145119.0337736989
0.5773344405,14.0,8.0,8.0,6.0,3,33,783.7029693126678,145119.0337736989
0.4999999999,7.0,5.0,3.0,6.0,3,33,783.7029693126678,145119.0337736989
0.4082482905,2.0,1.0,0.0,0.0,3,33,783.7029693126678,145119.0337736989
0.9826871148,27.0,13.0,14.0,28.0,4,33,1128.0523920059204,236560.174855184
0.9745568201,13.0,12.0,10.0,19.0,4,33,1128.0523920059204,236560.174855184
0.934172359,20.0,14.0,12.0,18.0,4,33,1128.0523920059204,236560.174855184
0.9341535984,18.0,13.0,12.0,16.0,4,33,1128.0523920059204,236560.174855184
0.9279561618,18.0,12.0,7.0,16.0,4,33,1128.0523920059204,236560.174855184
0.9132494329,17.0,13.0,13.0,18.0,4,33,1128.0523920059204,236560.174855184
0.9128462149,18.0,11.0,9.0,18.0,4,33,1128.0523920059204,236560.174855184
